id,question,gold_program,gold_answer,program_step1,program_step2
masvn/2020/2020053-200427_VCB_1Q20_review_vn/page_1_QA5,tính tỷ lệ lợi nhuận trước dự phòng trên tổng thu nhập dự kiến cho năm 2021.,"add(43408, 17573), divide(39763, #0)",0.65206,,"divide(892, 18600)"
MAS/2012/page_26.pdf-3,tỷ lệ lợi tức tích lũy phần trăm của Masco trong giai đoạn năm năm kết thúc năm 2012 là bao nhiêu?,"subtract(92.49, 100), divide(#0, 100)",-0.0751,,"divide(892, 18600)"
masvn/2020/2020010-190314_MBB_2018review_VN/page_1_QA3,Tỷ lệ P/E thấp nhất được ghi nhận trong giai đoạn từ 2013 đến 2019F là bao nhiêu?,"table_min(P/E (x), none)",7.25,,"divide(892, 18600)"
masvn/2020/2020164-DIG_Q3Update_Tradingbuy_MAS_20201117-VN-N/page_1_QA7,Doanh thu quý 3 năm 2019 là bao nhiêu tỷ đồng ?,"add(100%, 62%), divide(966, #0)",596.2963,,"divide(892, 18600)"
SNA/2013/page_84.pdf-2,Sự khác biệt giữa tổng doanh số bán hàng và tổng số tiền thanh toán nhận được trong năm 2013 là bao nhiêu?,"subtract(546.5, 516.9)",29.6,,"divide(892, 18600)"
masvn/2020/2020056-HPG_Companynote_MAS22.05.2020/page_1_QB9,Tỷ lệ ROE (%) của HPG trong năm 2020 dự kiến giảm bao nhiêu so với năm 2019?,"subtract(14.6, 17.1)",-2.5,,
masvn/2021/2021132-VNREE_Updatereport_Hold_MAS_10042021/page_10_QA2,Giá trị lớn nhất trong các số liệu của phương pháp DCF (FCFF) là bao nhiêu?,"table_max(DCF (FCFF), none)",74300.0,,"multiply(18.6, 1000), divide(892, #0)"
masvn/2020/2020155-201005_BID_3Q20-review-vn/page_6_QA3,"Dựa trên thông tin rằng Thu nhập lãi thuần, tổng thu nhập hoạt động trong quý 3 năm 2020 là bao nhiêu?","divide(9151, 0.741)",12349.52767,,"divide(892, 18600)"
FBHS/2017/page_83.pdf-1,"tính đến ngày 31 tháng 12 năm 2017, giá trị của các phần thưởng cổ phiếu được cấp là bao nhiêu?","multiply(160196, 58.02)",9294571.92,,"divide(892, 18600)"
masvn/2020/2020040-PPC_Báocáol_n__u-05022020/page_7_QA6,tỷ suất lợi nhuận gộp biên cao nhất của ppc trong giai đoạn 2016-2019 là bao nhiêu?,"table_max(Tỷ suất lợi nhuận gộp biên, none)",0.1612,,"divide(892, 18600)"
masvn/2020/2020040-PPC_Báocáol_n__u-05022020/page_9_QA3,Tổng giá trị theo tỷ trọng của cả ba phương pháp định giá là bao nhiêu?,"add(19038.80, 9445.09), add(#0, 6286.89)",34770.78,,"divide(892, 18600)"
masvn/2020/2020193-VN_IndustrialRealEstate_Update_Overweight_MAS_20201215VN-N/page_10_QA4,Giá đóng cửa của cổ phiếu BCM ngày 11/12/2020 là bao nhiêu?,"add(1, 0.244), divide(50000, #0)",40192.92605,,
MRO/2004/page_46.pdf-3,"dựa trên giá trung bình tổng cộng trả cho mỗi cổ phiếu, tổng chi phí mua lại cổ phiếu trong quý 4 năm 2004 là bao nhiêu?","multiply(45686, 37.73)",1723732.78,,"divide(892, 18600)"
ANSS/2012/page_93.pdf-2,Tỷ lệ phần trăm thay đổi trong các khoản phí bản quyền được ghi nhận trong giá vốn hàng bán từ năm 2011 đến 2012 là bao nhiêu?,"subtract(9.3, 8.4), add(#0, 8.4)",9.3,,"divide(892, 18600)"
masvn/2020/2020193-VN_IndustrialRealEstate_Update_Overweight_MAS_20201215VN-N/page_10_QB4,"Tính trung bình biên lãi hoạt động (%) của BCM trong 3 năm 2018, 2019 và 2020 dự báo.","table_average(Biên lãi hoạt động (%), none)",27.06667,,"table_average(Biên lãi hoạt động (%), none)"
STT/2011/page_69.pdf-3,tỷ lệ phần trăm chi phí tái cấu trúc tổng hợp liên quan đến nhân viên trong năm 2010 là bao nhiêu?,"divide(105, 190)",0.55263,,"divide(892, 18600)"
masvn/2020/2020040-PPC_Báocáol_n__u-05022020/page_7_QB2,Tỷ suất sinh lợi trên doanh thu thuần của PPC năm 2018 là bao nhiêu?,"table_max(Tỷ suất sinh lợi trên doanh thu thuần, none)",0.1577,,
masvn/2020/2020169-VHMQ32020/page_1_QA1,Tỷ suất lợi nhuận ròng cho năm 2019 là bao nhiêu?,"divide(24206, 51627)",0.46886,,
masvn/2020/2020029-POW_FlashNote1H2019/page_1_QA4,Lợi nhuận sau thuế đã thay đổi bao nhiêu phần trăm từ năm 2016 đến năm 2017?,"subtract(2233, 1075), divide(#0, 1075)",1.07721,,
CMCSA/2015/page_112.pdf-1,Sự thay đổi về lợi ích thuế chưa được công nhận từ cuối năm 2013 đến cuối năm 2014 là bao nhiêu?,"subtract(1171, 1701)",-530.0,,"divide(892, 18600)"
masvn/2020/2020058-DHC_Companynote_MAS27.05.2020/page_1_QB6,"So sánh tỷ lệ ROE năm 2019 với năm 2018, tỷ lệ tăng bao nhiêu phần trăm?","subtract(18.5, 16.9), divide(#0, 16.9)",0.09467,,"divide(892, 18600)"
masvn/2020/2020193-VN_IndustrialRealEstate_Update_Overweight_MAS_20201215VN-N/page_10_QA8,Tổng doanh thu của BCM trong hai năm 2018 và 2019 là bao nhiêu (tỷ VND)?,"add(6571, 8213)",14784.0,,"table_sum(Doanh thu (VND tỷ), none)"
MS/2007/page_179.pdf-1,bao nhiêu phần trăm trong tài sản ròng thu được là giá trị thương hiệu?,"divide(247, 1676)",0.14737,,"divide(892, 18600)"
masvn/2020/2020036-MAS_VN_PME_Initiate_Nov_14/page_1_QB8,"So sánh ROE năm 2019F với năm 2018, sự thay đổi là bao nhiêu phần trăm?","subtract(17.2, 18.5), divide(#0, 18.5)",-0.07027,,"divide(892, 18600)"
GS/2014/page_165.pdf-1,Phần trăm của tổng các khoản phải trả khác và chi phí phải trả trong năm 2013 là do chi trả lương thưởng và phúc lợi là bao nhiêu?,"divide(7874, 16044)",0.49078,,"divide(892, 18600)"
masvn/2020/2020010-190314_MBB_2018review_VN/page_1_QA4,Tỷ lệ ROE cao nhất được ghi nhận trong giai đoạn từ 2013 đến 2019F là bao nhiêu?,"table_max(ROE (%), none)",22.97,,
BLK/2017/page_121.pdf-3,Tỷ lệ phần trăm thay đổi trong giá trị ghi sổ của cổ phần công ty tại Pennymac từ năm 2016 đến 2017 là bao nhiêu?,"subtract(342, 301), divide(#0, 301)",0.13621,,"divide(892, 18600)"
PPG/2012/page_29.pdf-2,Chi phí trung bình trên mỗi cổ phiếu cho các đợt mua lại cổ phiếu trong năm 2012 là bao nhiêu?,"divide(92, 1)",92.0,,"add(1, 0.15), divide(5310, #0)"
CME/2017/page_89.pdf-2,Tỷ lệ giảm của chi phí thuế hiệu quả giữa năm 2015 và 2016 là bao nhiêu?,"subtract(36.3%, 32.9%)",0.034,,"divide(892, 18600)"
masvn/2020/2020044-CTCP_a__utu_va_Pha_ttrie__nBa__t_o__ngsa_nAnGia-C/page_6_QA1,Tính giá trị doanh nghiệp bằng cách lấy tổng giá trị các dự án cộng với tiền mặt rồi trừ đi nợ vay.,"add(3286158, 278418), subtract(#0, 1070451)",2494125.0,,
masvn/2020/2020163-VN_DHG_Update_BUY_MAS_20201117/page_1_QB2,Tính tỷ lệ phần trăm thay đổi lợi nhuận sau thuế (LNST) từ năm 2019 đến 2020.,"subtract(774, 631), divide(#0, 631)",0.22662,,
masvn/2020/2020060-TLG_Companynote_MAS03.06.2020/page_1_QA8,Doanh thu từ chuyển nhượng bất động sản chiếm bao nhiêu phần trăm trong tổng doanh thu năm 2019?,"divide(95, 3252)",0.02921,,"multiply(18.6, 1000), divide(892, #0)"
GPN/2008/page_78.pdf-3,Phần nào trong tài sản ròng thu được liên quan đến giá trị thương hiệu (goodwill)?,"divide(13536, 16594)",0.81572,,
masvn/2020/2020193-VN_IndustrialRealEstate_Update_Overweight_MAS_20201215VN-N/page_10_QB2,Tính phần trăm thay đổi doanh thu từ năm 2019 đến 2020 dự báo.,"subtract(7162, 8213), divide(#0, 8213)",-0.12797,,.....
masvn/2020/2020164-DIG_Q3Update_Tradingbuy_MAS_20201117-VN-N/page_1_QB6,"So sánh ROE năm 2020 dự báo với năm 2019, mức thay đổi là bao nhiêu phần trăm?","subtract(9.54, 10.8), divide(#0, 10.8)",-0.11667,,
masvn/2020/2020040-PPC_Báocáol_n__u-05022020/page_7_QA8,"vào cuối năm 2019, nợ vay chiếm bao nhiêu phần trăm trong tổng lượng tiền mặt và các khoản tương đương tiền của ppc?","add(240, 1060), divide(126, #0)",0.09692,,"divide(892, 18600)"
masvn/2020/2020169-VHMQ32020/page_1_QB4,EPS (thu nhập trên mỗi cổ phiếu) dự kiến tăng bao nhiêu từ năm 2020 đến 2022?,"subtract(11133, 8421)",2712.0,,"divide(892, 18600)"
masvn/2020/2020036-MAS_VN_PME_Initiate_Nov_14/page_1_QB5,Tính trung bình lợi nhuận hoạt động kinh doanh (VNDbn) của PME trong giai đoạn 2015 đến 2019F.,"table_average(Lợi nhuận HĐKD (VNDbn), none)",314.8,,.....
MO/2014/page_39.pdf-4,Phần nào trong tổng số lô hàng sản phẩm không khói liên quan đến phân khúc Copenhagen trong năm 2014?,"divide(448.6, 793.3)",0.56549,,
masvn/2020/2020169-VHMQ32020/page_1_QA7,Doanh thu quý 3/2020 chiếm bao nhiêu phần trăm trong tổng doanh thu dự kiến cho năm 2020?,"divide(26483, 67373)",0.39308,,"divide(892, 18600)"
masvn/2021/2021185-CRE_Q3Update_Buy_MAS_20211216_VN-N/page_7_QA5,Chênh lệch giữa suất chiết khấu Re và WACC là bao nhiêu điểm phần trăm?,"subtract(16.63%, 14.23%)",0.024,,"divide(892, 18600)"
GPN/2010/page_87.pdf-3,"Trong năm 2010, tỷ lệ phần trăm lợi ích thuế thu nhập so với chi phí trả lương bằng cổ phiếu là bao nhiêu?","divide(6.3, 18.1)",0.34807,,"divide(892, 18600)"
masvn/2020/2020058-DHC_Companynote_MAS27.05.2020/page_1_QB3,EPS (thu nhập trên mỗi cổ phiếu) của DHC tăng bao nhiêu từ năm 2018 đến năm 2019?,"subtract(3383, 2512)",871.0,,"divide(892, 18600)"
ILMN/2003/page_58.pdf-1,tỷ lệ lợi tức tích lũy tổng cộng cho cổ phiếu phổ thông của illumina inc. trong bốn năm kết thúc năm 2003 là bao nhiêu?,"subtract(43.81, 100), divide(#0, 100)",-0.5619,,
masvn/2020/2020013-VN_18042019MWGShortNote_TV_Edit/page_2_QB2,Tăng trưởng doanh thu theo năm (YoY) từ quý 1 năm 2018 đến quý 1 năm 2019 là bao nhiêu phần trăm?,"subtract(25017, 22764), divide(#0, 22764)",0.09897,,
AMT/2007/page_29.pdf-4,phần nào của tài sản Woburn được sử dụng bởi American Tower Corporation?,"divide(57800, 163000)",0.3546,,"divide(892, 18600)"
CDW/2015/page_70.pdf-1,tổng số lỗ toàn diện khác tích lũy tính bằng triệu là bao nhiêu?,"table_sum(Lỗ toàn diện khác lũy kế, none)",-84.0,,"divide(892, 18600)"
masvn/2020/2020163-VN_DHG_Update_BUY_MAS_20201117/page_1_QB8,Tính mức giảm của ROE từ năm 2020 đến 2021.,"subtract(19.2, 20.4), divide(#0, 20.4)",-0.05882,,
masvn/2020/2020029-POW_FlashNote1H2019/page_1_QA3,Tốc độ tăng trưởng doanh thu từ năm 2017 đến năm 2018 là bao nhiêu phần trăm?,"subtract(32662, 29710), divide(#0, 29710)",0.09936,,
SLG/2011/page_91.pdf-2,Tỷ lệ phần trăm thay đổi trong chi phí trả lương liên quan đến kế hoạch vượt hiệu suất năm 2005 trong khoảng thời gian từ 2009 đến 2010 là bao nhiêu?,"subtract(1.6, 2.3), divide(#0, 2.3)",-0.30435,,"divide(892, 18600)"
GIS/2018/page_110.pdf-2,phần nào trong tổng các cam kết thuê không thể hủy bỏ trong tương lai đến hạn trong năm tài chính 2019?,"divide(137.4, 559.3)",0.24566,,"divide(892, 18600)"
masvn/2020/2020044-CTCP_a__utu_va_Pha_ttrie__nBa__t_o__ngsa_nAnGia-C/page_6_QB6,Tổng giá trị tiền mặt và các dự án là bao nhiêu triệu đồng?,"add(278418, 3286158)",3564576.0,,"multiply(18.6, 1000), divide(892, #0)"
ETR/2016/page_23.pdf-1,Tỷ lệ tăng trưởng doanh thu ròng năm 2015 của công ty Entergy là bao nhiêu?,"subtract(5829, 5735), divide(#0, 5735)",0.01639,,"divide(892, 18600)"
masvn/2020/2020007-RealEstatestocks_VaR_V_final/page_2_QA6,Tăng trưởng lợi nhuận của ngành Tài chính cao hơn bao nhiêu phần trăm so với mức tăng trưởng lợi nhuận trung bình của tất cả các ngành ?,"divide(48.78, 100), subtract(#0, 23.1%)",0.2568,,
masvn/2021/2021185-CRE_Q3Update_Buy_MAS_20211216_VN-N/page_7_QA6,Kết quả kèm tỷ trọng của phương pháp FCFE là bao nhiêu?,"multiply(56064, 0.5)",28032.0,,"divide(892, 18600)"
masvn/2020/2020169-VHMQ32020/page_1_QA6,"Dựa trên dự báo cả năm 2020 và lợi nhuận ròng 9 tháng đầu năm 2020 , lợi nhuận ròng của quý 4 năm 2020 là bao nhiêu?","subtract(28207, 16337)",11870.0,,"divide(892, 18600)"
masvn/2020/2020155-201005_BID_3Q20-review-vn/page_6_QB4,Tính mức tăng của lãi thuần từ hoạt động dịch vụ quý 3 năm 2020 so với quý 3 năm 2019.,"subtract(1368, 1050)",318.0,,
masvn/2020/2020010-190314_MBB_2018review_VN/page_1_QB7,Tính mức tăng trưởng dự kiến của thu nhập ngoài lãi từ năm 2018 đến 2019.,"subtract(6750, 4953), divide(#0, 4953)",0.36281,,
masvn/2020/2020044-CTCP_a__utu_va_Pha_ttrie__nBa__t_o__ngsa_nAnGia-C/page_6_QA4,Giá mục tiêu cho cổ phiếu AGG được đề cập trong văn bản  khác biệt như thế nào so với giá trị cổ phiếu được tính trong bảng ?,"subtract(33250, 33255)",-5.0,,"divide(892, 18600)"
MKTX/2004/page_99.pdf-4,"Trong năm 2001, công ty đã trao tổng cộng bao nhiêu cổ phiếu cho nhân viên?","add(64001, 289581)",353582.0,,"divide(892, 18600)"
masvn/2020/2020044-CTCP_a__utu_va_Pha_ttrie__nBa__t_o__ngsa_nAnGia-C/page_6_QA2,Dự án West Gate Park chiếm bao nhiêu phần trăm trong tổng giá trị các dự án?,"divide(362344, 3286158)",0.11026,,"divide(892, 18600)"
masvn/2020/2020169-VHMQ32020/page_1_QB8,Tính tổng doanh thu dự kiến của VHM trong năm 2020 và 2021 cộng lại.,"add(67373, 80848)",148221.0,,
masvn/2020/2020155-201005_BID_3Q20-review-vn/page_6_QA8,Lợi nhuận trước dự phòng cao nhất trong tất cả các quý được liệt kê là bao nhiêu?,"table_max(Lợi nhuận trước dự phòng, none)",8425.0,,"divide(892, 18600)"
masvn/2020/2020163-VN_DHG_Update_BUY_MAS_20201117/page_1_QA5,Mức tăng điểm phần trăm của biên lợi nhuận gộp trong 9 tháng đầu năm 2020 so với cùng kỳ năm 2019 là bao nhiêu?,"subtract(48.8%, 44%)",0.048,,
masvn/2020/2020029-POW_FlashNote1H2019/page_1_QB3,Biên lãi gộp trung bình trong giai đoạn 2015 đến 2019F là bao nhiêu phần trăm?,"table_average(Biên lãi gộp (%), none)",13.06,,"divide(892, 18600)"
RSG/2010/page_98.pdf-2,"Tính đến ngày 31 tháng 12 năm 2010, tỷ lệ tiền mặt bị hạn chế và chứng khoán thị trường bị hạn chế so với dự phòng các khoản phải thu khó đòi là bao nhiêu?","divide(172.8, 50.9)",3.39489,,
BLK/2014/page_120.pdf-1,Bao nhiêu phần trăm các cam kết đáo hạn sau năm 2019?,"divide(613, 1178)",0.52037,,"divide(892, 18600)"
JPM/2008/page_117.pdf-2,Tác động tổng cộng lên DVA của việc tăng 1 điểm cơ bản trong chênh lệch tín dụng của JPMorgan Chase trong năm 2008 và 2007 là bao nhiêu?,"add(32, 38), multiply(#0, 1000000)",70000000.0,,"divide(892, 18600)"
PKG/2005/page_74.pdf-4,"tổng các cam kết mua hàng trong hai năm tới là bao nhiêu (tính theo nghìn)?


","add(2408, 1364)",3772.0,,"divide(892, 18600)"
HOLX/2007/page_93.pdf-1,Tổng giá trị chứng khoán đã phát hành được phê duyệt bởi các cổ đông là bao nhiêu (tính bằng triệu)?,"multiply(2590898, 22.08), divide(#0, 1000000)",57.20703,,"divide(892, 18600)"
masvn/2020/2020013-VN_18042019MWGShortNote_TV_Edit/page_2_QA6,tính sự thay đổi tuyệt đối của lợi nhuận gộp từ quý 1 năm 2018 đến quý 1 năm 2019.,"subtract(4434, 3975)",459.0,,
DXC/2018/page_56.pdf-3,Chi phí dịch vụ chiếm bao nhiêu phần trăm (%) trong tổng chi phí năm 2018?,"divide(17944, 22885)",0.78409,,"divide(892, 18600)"
DISCA/2011/page_49.pdf-3,Cổ phiếu dòng K đã vượt trội hơn chỉ số S&P 500 bao nhiêu phần trăm trong 5 năm?,"subtract(235.63, 104.23), divide(#0, 104.23)",1.26067,,"divide(892, 18600)"
masvn/2020/2020145-VN_POW_Update_BUY_MAS_20201103VN/page_1_QA1,Lợi nhuận ròng năm tài chính 2021 (FY21F) được dự báo sẽ tăng bao nhiêu phần trăm so với năm tài chính 2020 (FY20F)?,"subtract(2371, 1945), divide(#0, 1945)",0.21902,,"divide(892, 18600)"
masvn/2020/2020163-VN_DHG_Update_BUY_MAS_20201117/page_1_QA3,Tỷ lệ thay đổi phần trăm của Lợi nhuận trên mỗi cổ phiếu (EPS) từ năm tài chính 2021 đến năm tài chính 2022 là bao nhiêu?,"subtract(5738, 5687), divide(#0, 5687)",0.00897,,"divide(892, 18600)"
